Date,Symbol,Open,High,Low,Close,Volume,Market Cap
01-08-2015,BTC,284.69,284.93,278.11,281.6,18995000,4112610048
02-08-2015,BTC,280.45,283.03,277.53,282.61,17722200,4052470016
03-08-2015,BTC,282.81,285.47,280.23,281.23,21474100,4087610112
04-08-2015,BTC,281.23,285.71,281.23,285.22,21908700,4065870080
05-08-2015,BTC,284.85,285.5,281.49,281.88,20128000,4119190016
06-08-2015,BTC,281.91,281.91,278.4,278.58,18792100,4077600000
07-08-2015,BTC,278.74,280.39,276.37,279.58,42484800,4032819968
08-08-2015,BTC,279.74,279.93,260.71,261,58533000,4048270080
09-08-2015,BTC,261.12,267,260.47,265.08,23789600,3779770112
10-08-2015,BTC,265.48,267.03,262.6,264.47,20979400,3843849984
11-08-2015,BTC,264.34,270.39,264.09,270.39,25433900,3828499968
12-08-2015,BTC,270.6,270.67,265.47,266.38,26815400,3920209920
13-08-2015,BTC,266.18,266.23,262.84,264.08,27685500,3857090048
14-08-2015,BTC,264.13,267.47,261.48,265.68,27091200,3828339968
15-08-2015,BTC,265.53,266.67,261.3,261.55,19321100,3849530112
16-08-2015,BTC,261.87,262.44,257.04,258.51,29717000,3797329920
17-08-2015,BTC,258.49,260.51,257.12,257.98,21617900,3749260032
18-08-2015,BTC,257.93,257.99,211.08,211.08,42147200,3742020096
19-08-2015,BTC,225.67,237.41,222.77,226.68,60869200,3274860032
20-08-2015,BTC,226.9,237.37,226.9,235.35,32275000,3293570048
21-08-2015,BTC,235.35,236.43,231.72,232.57,23173800,3417200128
22-08-2015,BTC,232.66,234.96,222.7,230.39,23205900,3379049984
23-08-2015,BTC,230.38,232.71,225.58,228.17,18406600,3346759936
24-08-2015,BTC,228.11,228.14,210.44,210.49,59220700,3314639872
25-08-2015,BTC,210.07,226.32,199.57,221.61,61089200,3053250048
26-08-2015,BTC,222.08,231.18,220.2,225.83,31808000,3228539904
27-08-2015,BTC,226.05,228.64,223.68,224.77,21905400,3287219968
28-08-2015,BTC,224.7,235.22,220.93,231.4,31336600,3268369920
29-08-2015,BTC,231.55,233.22,227.33,229.78,17142500,3368880128
30-08-2015,BTC,229.9,232.07,226.25,228.76,19412600,3345740032
31-08-2015,BTC,229.11,231.96,225.91,230.06,20710700,3335219968
01-09-2015,BTC,230.26,231.22,226.86,228.12,20575200,3352760064
02-09-2015,BTC,228.03,230.58,226.48,229.28,18760400,3321179904
03-09-2015,BTC,229.32,229.6,226.67,227.18,17482000,3340989952
04-09-2015,BTC,227.21,230.9,227.05,230.3,20962400,3311079936
05-09-2015,BTC,230.2,236.14,229.44,235.02,20671400,3355470080
06-09-2015,BTC,234.87,242.91,234.68,239.84,25473700,3424420096
07-09-2015,BTC,239.93,242.11,238.72,239.85,21192200,3499120128
08-09-2015,BTC,239.85,245.78,239.68,243.61,26879200,3498749952
09-09-2015,BTC,243.41,244.42,237.82,238.17,23635700,3551640064
10-09-2015,BTC,238.34,241.29,235.79,238.48,21215500,3478409984
11-09-2015,BTC,238.33,241.17,238.33,240.11,19224700,3479310080
12-09-2015,BTC,239.85,240.12,234.75,235.23,17962600,3502520064
13-09-2015,BTC,235.24,235.93,229.33,230.51,18478800,3435990016
14-09-2015,BTC,230.61,232.44,227.96,230.64,20997800,3369189888
15-09-2015,BTC,230.49,259.18,229.82,230.3,19177800,3368359936
16-09-2015,BTC,230.25,231.21,227.4,229.09,20144200,3365740032
17-09-2015,BTC,229.08,230.29,228.93,229.81,18935400,3349390080
18-09-2015,BTC,233.52,234.35,232.18,232.98,20242200,3415439872
19-09-2015,BTC,232.86,233.21,231.09,231.49,12712600,3406390016
20-09-2015,BTC,231.4,232.37,230.91,231.21,14444700,3385769984
21-09-2015,BTC,231.22,231.22,226.52,227.09,19678800,3383840000
22-09-2015,BTC,226.97,232.39,225.12,230.62,25009300,3322419968
23-09-2015,BTC,230.94,231.84,229.59,230.28,17254100,3381390080
24-09-2015,BTC,230.36,235.65,230.29,234.53,25097800,3373850112
25-09-2015,BTC,234.36,237.43,233.68,235.14,22363600,3433299968
26-09-2015,BTC,235.08,235.4,233.36,234.34,13724100,3444730112
27-09-2015,BTC,234.14,234.53,232.48,232.76,14179900,3431859968
28-09-2015,BTC,232.84,239.34,232.47,239.14,24713000,3413629952
29-09-2015,BTC,239.02,239.8,235.93,236.69,22691300,3505090048
30-09-2015,BTC,236.64,237.73,235.63,236.06,19743500,3471280128
01-10-2015,BTC,236,238.45,235.62,237.55,20488800,3462799872
02-10-2015,BTC,237.26,238.54,236.6,237.29,19677900,3482190080
03-10-2015,BTC,237.2,239.32,236.94,238.73,16482700,3482099968
04-10-2015,BTC,238.53,238.97,237.94,238.26,12999000,3502459904
05-10-2015,BTC,238.15,240.38,237.04,240.38,23335900,3497740032
06-10-2015,BTC,240.36,246.93,240.14,246.06,27535100,3531229952
07-10-2015,BTC,246.17,246.68,242.59,242.97,22999200,3617400064
08-10-2015,BTC,243.07,244.25,242.18,242.3,18515300,3572730112
09-10-2015,BTC,242.5,244.23,242.12,243.93,17353100,3565090048
10-10-2015,BTC,243.74,245.32,243.07,244.94,15912700,3584120064
11-10-2015,BTC,244.74,247.24,244.15,247.05,16827300,3599840000
12-10-2015,BTC,246.88,247.45,245.18,245.31,17388300,3632110080
13-10-2015,BTC,245.2,250.24,243.76,249.51,28198500,3608339968
14-10-2015,BTC,249.49,254.27,248.9,251.99,27462600,3672369920
15-10-2015,BTC,252.11,255.96,252.05,254.32,25223500,3711800064
16-10-2015,BTC,254.3,266.14,253.93,262.87,35901500,3745090048
17-10-2015,BTC,262.75,273.58,262.37,270.64,43199600,3870490112
18-10-2015,BTC,270.91,271.67,260.78,261.64,22434300,3991620096
19-10-2015,BTC,261.86,264.82,260.95,263.44,25258800,3859269888
20-10-2015,BTC,263.57,270.83,263.23,269.46,30889800,3885570048
21-10-2015,BTC,269.31,270.77,263.84,266.27,25637300,3970980096
22-10-2015,BTC,266.5,276.51,266.14,274.02,37808600,3930500096
23-10-2015,BTC,273.65,278.68,273.54,276.5,29442500,4037009920
24-10-2015,BTC,276.5,281.71,276.5,281.65,25942400,4080140032
25-10-2015,BTC,281.45,294.06,281.45,283.68,45717100,4154099968
26-10-2015,BTC,283.63,285.3,280.51,285.3,32108800,4187409920
27-10-2015,BTC,285.18,296.21,285.01,293.79,46331800,4211500032
28-10-2015,BTC,293.7,306.33,293.7,304.62,50808100,4338429952
29-10-2015,BTC,304.32,318.17,301.82,313.86,64495900,4496390144
30-10-2015,BTC,313.94,334.17,313.94,328.02,78305000,4639690240
31-10-2015,BTC,328.51,332.78,309.25,314.17,48598100,4856410112
01-11-2015,BTC,315.01,327.47,311.88,325.43,37001100,4657889792
02-11-2015,BTC,325.94,365.36,323.21,361.19,101918000,4820850176
03-11-2015,BTC,361.87,417.9,357.65,403.42,206162000,5353679872
04-11-2015,BTC,403.66,495.56,380.55,411.56,263900000,5973510144
05-11-2015,BTC,408.08,447.56,374.58,386.35,151824992,6040410112
06-11-2015,BTC,388.05,395.84,354.02,374.47,122687000,5745319936
07-11-2015,BTC,374.27,390.59,372.43,386.48,56625100,5542680064
08-11-2015,BTC,384.28,389.89,368.7,373.37,51817600,5692389888
09-11-2015,BTC,374.32,385.28,362.89,380.26,68224400,5546240000
10-11-2015,BTC,379.98,381.39,329.11,336.82,95797904,5631519744
11-11-2015,BTC,339.82,340.58,301,311.08,107070000,5037510144
12-11-2015,BTC,314.08,345.08,313.36,338.15,78477800,4657240064
13-11-2015,BTC,338.5,340.91,326.08,336.75,52003000,5020700160
14-11-2015,BTC,336.62,338.18,329.97,332.91,38612000,4994250240
15-11-2015,BTC,333.05,334.66,317.49,320.17,44213100,4942419968
16-11-2015,BTC,319.73,331.63,315.9,330.75,47980100,4746070016
17-11-2015,BTC,330.36,338.35,329.61,335.09,51001600,4905260032
18-11-2015,BTC,334.59,336.53,330.64,334.59,43783800,4969330176
19-11-2015,BTC,334.68,335.33,325.27,326.15,45011100,4971879936
20-11-2015,BTC,326.41,326.47,312.22,322.02,53152900,4850169856
21-11-2015,BTC,322.09,328.16,319.6,326.93,28200500,4787339776
22-11-2015,BTC,326.98,327.01,321.26,324.54,23439400,4861340160
23-11-2015,BTC,324.35,325.12,321.29,323.05,27478900,4823699968
24-11-2015,BTC,323.01,323.06,318.12,320.05,29362600,4805159936
25-11-2015,BTC,320.05,329.13,316.77,328.21,41666900,4762229760
26-11-2015,BTC,328.3,366.76,328.23,352.68,106105000,4886329856
27-11-2015,BTC,351.86,363.59,347.87,358.04,55179100,5238499840
28-11-2015,BTC,357.14,359.54,352.17,357.38,36816600,5318300160
29-11-2015,BTC,357.47,371.94,355.67,371.29,40409300,5324610048
30-11-2015,BTC,371.44,382.36,370.38,377.32,71701600,5534000128
01-12-2015,BTC,377.41,378.93,356.56,362.49,60452200,5624580096
02-12-2015,BTC,361.85,362.23,349.46,359.19,54160500,5394070016
03-12-2015,BTC,359.33,370.27,357.41,361.05,50714900,5358040064
04-12-2015,BTC,361.26,363.52,355.76,363.18,35784100,5388109824
05-12-2015,BTC,363.72,389.79,363.23,388.95,66282200,5426180096
06-12-2015,BTC,389.55,402.81,387.09,388.78,77762000,5813289984
07-12-2015,BTC,389.98,399.97,385.41,395.54,63455800,5821139968
08-12-2015,BTC,395.75,415.56,389.95,415.56,57801400,5908810240
09-12-2015,BTC,414.44,423.12,406.29,417.56,90917200,6189620224
10-12-2015,BTC,417.99,419.51,411.55,415.48,52138900,6244360192
11-12-2015,BTC,415.28,451.94,415.28,451.94,110944000,6206150144
12-12-2015,BTC,452.33,469.1,410.74,435,131969000,6761730048
13-12-2015,BTC,431.66,441.68,426.27,433.76,55050600,6454430208
14-12-2015,BTC,433.27,447.14,430.46,444.18,130496000,6480070144
15-12-2015,BTC,443.88,465.32,443.88,465.32,83121104,6640849920
16-12-2015,BTC,465.21,465.21,443.85,454.93,107944000,6962089984
17-12-2015,BTC,454.78,457.86,448.86,456.08,47978400,6807849984
18-12-2015,BTC,455.85,465.18,454.94,463.62,60220100,6825639936
19-12-2015,BTC,463.55,465.58,456.77,462.32,47892700,6942949888
20-12-2015,BTC,462.23,462.64,434.34,442.68,75409400,6925029888
21-12-2015,BTC,442.84,444.73,427.31,438.64,77639696,6636279808
22-12-2015,BTC,437.44,443.69,435.52,436.57,50840400,6556959744
23-12-2015,BTC,436.72,444.53,436.62,442.4,47161400,6547850240
24-12-2015,BTC,443.09,458.46,443.08,454.98,57157200,6645120000
25-12-2015,BTC,454.86,458.3,452.08,455.65,39078500,6823119872
26-12-2015,BTC,455.76,457.49,405.76,417.27,116166000,6838479872
27-12-2015,BTC,416.51,424.01,408.88,422.82,53591200,6251440128
28-12-2015,BTC,423.34,429.77,418.48,422.28,49638600,6356100096
29-12-2015,BTC,422.1,432.98,420.63,432.98,51596500,6339010048
30-12-2015,BTC,433.3,434.39,422.08,426.62,46889400,6508959744
31-12-2015,BTC,425.88,432.92,418.73,430.57,45996600,6399190016
01-01-2016,BTC,430.72,436.25,427.52,434.33,36278900,6473529856
02-01-2016,BTC,434.62,436.06,431.87,433.44,30096600,6533629952
03-01-2016,BTC,433.58,433.74,424.71,430.01,39633800,6519499776
04-01-2016,BTC,430.06,434.52,429.08,433.09,38477500,6468179968
05-01-2016,BTC,433.07,434.18,429.68,431.96,34522600,6515380224
06-01-2016,BTC,431.86,431.86,426.34,429.11,34042500,6498829824
07-01-2016,BTC,430.01,458.77,429.08,458.05,87562200,6472580096
08-01-2016,BTC,457.54,462.93,447.94,453.23,56993000,6888600064
09-01-2016,BTC,453.38,454.64,446.89,447.61,32278000,6828000256
10-01-2016,BTC,448.24,448.31,440.35,447.99,35995900,6752209920
11-01-2016,BTC,448.7,450.66,443.86,448.43,40450000,6761090048
12-01-2016,BTC,448.18,448.18,435.69,435.69,115607000,6755219968
13-01-2016,BTC,434.67,435.19,424.44,432.37,173888000,6553350144
14-01-2016,BTC,432.29,433.32,427.85,430.31,43945500,6519110144
15-01-2016,BTC,430.26,430.26,364.33,364.33,153351008,6489869824
16-01-2016,BTC,365.07,390.56,354.91,387.54,120352000,5507789824
17-01-2016,BTC,387.15,390.96,380.09,382.3,45319600,5842270208
18-01-2016,BTC,381.73,388.1,376.67,387.17,54403900,5761939968
19-01-2016,BTC,387.03,387.73,378.97,380.15,46819800,5843509760
20-01-2016,BTC,379.74,425.27,376.6,420.23,121720000,5734759936
21-01-2016,BTC,419.63,422.88,406.3,410.26,68338000,6338800128
22-01-2016,BTC,409.75,410.41,375.28,382.49,91546600,6190940160
23-01-2016,BTC,382.43,394.54,381.98,387.49,56247400,5779890176
24-01-2016,BTC,388.1,405.48,387.51,402.97,54824800,5867299840
25-01-2016,BTC,402.32,402.32,388.55,391.73,59062400,6083899904
26-01-2016,BTC,392,397.77,390.58,392.15,58147000,5929520128
27-01-2016,BTC,392.44,396.84,391.78,394.97,47424400,5937780224
28-01-2016,BTC,395.15,395.5,379.73,380.29,59247900,5980179968
29-01-2016,BTC,380.11,384.38,365.45,379.47,86125296,5753970176
30-01-2016,BTC,378.86,380.92,376.49,378.26,30284400,5736759808
31-01-2016,BTC,378.29,380.35,367.83,368.77,37894300,5729869824
01-02-2016,BTC,369.35,378.07,367.96,373.06,51656700,5596089856
02-02-2016,BTC,372.92,375.88,372.92,374.45,40378700,5651689984
03-02-2016,BTC,374.65,374.95,368.05,369.95,45933400,5679529984
04-02-2016,BTC,370.17,391.61,369.99,389.59,69285504,5613380096
05-02-2016,BTC,388.9,391.09,385.57,386.55,43825000,5898959872
06-02-2016,BTC,386.59,386.63,372.39,376.52,49249300,5865739776
07-02-2016,BTC,376.51,380.87,374.9,376.62,37076300,5714760192
08-02-2016,BTC,376.76,379.88,373.33,373.45,47671100,5720099840
09-02-2016,BTC,373.42,377.25,372.9,376.03,55318500,5670880256
10-02-2016,BTC,376.15,385.48,375.78,381.65,85130896,5713880064
11-02-2016,BTC,382.11,383.13,376.4,379.65,74375600,5806110208
12-02-2016,BTC,379.69,384.95,379.6,384.26,67042800,5771039744
13-02-2016,BTC,384.64,391.86,384.64,391.86,61911700,5847989760
14-02-2016,BTC,392.93,407.23,392.93,407.23,74469800,5975580160
15-02-2016,BTC,407.57,410.38,397.75,400.18,74070496,6199849984
16-02-2016,BTC,401.43,408.95,401.43,407.49,73093104,6108040192
17-02-2016,BTC,407.66,421.17,406.78,416.32,83193600,6204149760
18-02-2016,BTC,416.57,426,415.64,422.37,76752600,6341429760
19-02-2016,BTC,422.73,423.1,417.6,420.79,55711300,6436980224
20-02-2016,BTC,421.6,441.98,421.6,437.16,93992096,6421309952
21-02-2016,BTC,437.77,448.05,429.08,438.8,89820704,6669259776
22-02-2016,BTC,438.99,439.05,432.92,437.75,85385200,6689200128
23-02-2016,BTC,438.26,439.86,417.82,420.74,85244896,6679399936
24-02-2016,BTC,420.96,425.55,413.91,424.95,67743696,6417189888
25-02-2016,BTC,425.04,427.72,420.42,424.54,70798000,6480650240
26-02-2016,BTC,424.63,432.15,421.62,432.15,61486000,6476080128
27-02-2016,BTC,432.84,434.23,428.1,432.52,41893600,6602809856
28-02-2016,BTC,432.57,435.68,423.82,433.5,53033400,6600309760
29-02-2016,BTC,433.44,441.51,431.69,437.7,60694700,6614980096
01-03-2016,BTC,437.92,439.65,432.32,435.12,74895800,6684800000
02-03-2016,BTC,435.13,435.92,423.99,423.99,74955296,6643809792
03-03-2016,BTC,423.91,425.37,419.41,421.65,100484000,6474149888
04-03-2016,BTC,421.84,425.18,410.94,410.94,90856096,6443890176
05-03-2016,BTC,410.78,411.26,394.04,400.57,135384992,6276610048
06-03-2016,BTC,400.52,411.91,395.78,407.71,91212496,6121399808
07-03-2016,BTC,407.76,415.92,406.31,414.32,85762400,6233430016
08-03-2016,BTC,414.46,416.24,411.09,413.97,70311696,6337370112
09-03-2016,BTC,413.89,416.03,411.61,414.86,70012304,6330229760
10-03-2016,BTC,414.74,417.51,413.25,417.13,81022896,6344960000
11-03-2016,BTC,417.24,423.93,417.01,421.69,73969696,6384739840
12-03-2016,BTC,421.61,421.8,410.09,411.62,92712896,6453259776
13-03-2016,BTC,411.65,416.6,411.64,414.07,74322800,6302329856
14-03-2016,BTC,414.2,416.68,414.2,416.44,95259400,6342779904
15-03-2016,BTC,416.39,418.13,414.98,416.83,66781700,6377869824
16-03-2016,BTC,416.89,417.69,415.91,417.01,65185800,6387189760
17-03-2016,BTC,417.89,421,417.89,420.62,83528600,6404129792
18-03-2016,BTC,420.55,420.55,406.14,409.55,104940000,6446329856
19-03-2016,BTC,409.27,410.98,407.23,410.44,58423000,6274789888
20-03-2016,BTC,410.4,414.63,410.4,413.76,45947900,6293609984
21-03-2016,BTC,413.42,413.42,410.38,413.31,61655400,6341380096
22-03-2016,BTC,413.13,418.38,412.53,418.09,66813300,6338429952
23-03-2016,BTC,418.16,419.27,417.36,418.04,61444200,6417129984
24-03-2016,BTC,418.42,418.68,415.49,416.39,68346704,6422730240
25-03-2016,BTC,416.51,418.08,415.56,417.18,52560000,6394849792
26-03-2016,BTC,417.36,418.99,416.26,417.95,44650400,6409500160
27-03-2016,BTC,418.14,428.8,417.71,426.77,71229400,6423040000
28-03-2016,BTC,426.55,426.86,423.29,424.23,68522800,6553699840
29-03-2016,BTC,424.3,426.2,412.68,416.52,75411504,6521010176
30-03-2016,BTC,416.83,416.83,412.5,414.82,66034100,6407839744
31-03-2016,BTC,415.26,418.37,415.26,416.73,60215200,6385140224
01-04-2016,BTC,416.76,418.17,415.83,417.96,51235700,6409540096
02-04-2016,BTC,418.42,422.08,418.42,420.87,45681200,6436700160
03-04-2016,BTC,421.17,421.58,419.7,420.9,38053700,6480470016
04-04-2016,BTC,421.3,422.34,419.6,421.44,50634300,6483910144
05-04-2016,BTC,421.02,424.26,420.61,424.03,60718000,6481350144
06-04-2016,BTC,424.28,424.53,422.73,423.41,59091000,6533259776
07-04-2016,BTC,423.62,423.66,420.52,422.74,57858600,6524680192
08-04-2016,BTC,422.91,425.36,419.64,420.35,63454700,6515189760
09-04-2016,BTC,420.81,420.89,416.52,419.41,49792700,6484409856
10-04-2016,BTC,419.59,422.43,419.26,421.56,73478600,6467330048
11-04-2016,BTC,421.87,422.74,420.53,422.48,50747500,6504289792
12-04-2016,BTC,422.84,427.28,422.84,425.19,70728800,6520869888
13-04-2016,BTC,425.63,426.66,422.92,423.73,69060400,6565470208
14-04-2016,BTC,423.93,425.37,423.01,424.28,45281000,6541029888
15-04-2016,BTC,424.43,429.93,424.43,429.71,54801500,6550349824
16-04-2016,BTC,429.58,432.63,428.98,430.57,39392800,6631309824
17-04-2016,BTC,430.64,431.37,426.08,427.4,52125900,6649169920
18-04-2016,BTC,427.61,429.27,427.09,428.59,55670900,6604149760
19-04-2016,BTC,428.7,436.02,428.1,435.51,52810500,6622450176
20-04-2016,BTC,435.32,443.05,434.41,441.39,72890096,6726369792
21-04-2016,BTC,441.42,450.55,440.95,449.42,68204704,6822320128
22-04-2016,BTC,449.69,449.81,444.15,445.74,58804400,6951860224
23-04-2016,BTC,445.86,450.28,444.33,450.28,50485400,6894280192
24-04-2016,BTC,450.56,460.15,448.93,458.55,68198400,6968569856
25-04-2016,BTC,459.12,466.62,453.59,461.43,87091800,7102490112
26-04-2016,BTC,461.65,467.96,461.62,466.09,78971904,7143059968
27-04-2016,BTC,466.26,467.08,444.13,444.69,93564896,7216189952
28-04-2016,BTC,445.04,449.55,436.65,449.01,74064704,6889169920
29-04-2016,BTC,449.41,455.38,446.02,455.1,49258500,6958329856
30-04-2016,BTC,455.18,455.59,447.7,448.32,69322600,7049460224
01-05-2016,BTC,448.48,452.48,447.93,451.88,40660100,6947429888
02-05-2016,BTC,451.93,452.45,441.78,444.67,92127000,7002610176
03-05-2016,BTC,444.73,451.1,442.62,450.3,59366400,6892689920
04-05-2016,BTC,450.18,450.38,445.63,446.72,50407300,6978950144
05-05-2016,BTC,446.71,448.51,445.88,447.98,50440800,6926989824
06-05-2016,BTC,447.94,461.38,447.07,459.6,72796800,6947800064
07-05-2016,BTC,459.64,460.67,457.32,458.54,38364500,7131120128
08-05-2016,BTC,458.43,459.42,455.98,458.55,40315000,7114059776
09-05-2016,BTC,458.21,462.48,456.53,460.48,55493100,7112509952
10-05-2016,BTC,460.52,461.93,448.95,450.89,58956100,7150369792
11-05-2016,BTC,450.86,454.58,450.86,452.73,50605200,7002229760
12-05-2016,BTC,452.45,454.95,449.25,454.77,59849300,7028329984
13-05-2016,BTC,454.85,457.05,453.45,455.67,60845000,7067270144
14-05-2016,BTC,455.82,456.84,454.79,455.67,37209000,7084100096
15-05-2016,BTC,455.76,458.69,455.46,457.57,28514000,7084760064
16-05-2016,BTC,457.59,458.2,452.95,454.16,59171500,7114740224
17-05-2016,BTC,454.01,455.07,453.61,453.78,64100300,7060729856
18-05-2016,BTC,453.69,456,453.3,454.62,86850096,7057390080
19-05-2016,BTC,454.52,454.63,438.71,438.71,96027400,7072090112
20-05-2016,BTC,437.79,444.05,437.39,442.68,81987904,6813080064
21-05-2016,BTC,442.97,443.78,441.71,443.19,42762300,6895229952
22-05-2016,BTC,443.22,443.43,439.04,439.32,39657600,6900700160
23-05-2016,BTC,439.35,444.35,438.82,444.15,50582500,6842469888
24-05-2016,BTC,444.29,447.1,443.93,445.98,65783100,6921460224
25-05-2016,BTC,446.06,450.3,446.06,449.6,65231000,6950689792
26-05-2016,BTC,449.67,453.64,447.9,453.38,65203800,7008500224
27-05-2016,BTC,453.52,478.15,453.52,473.46,164780992,7070009856
28-05-2016,BTC,473.03,533.47,472.7,530.04,181199008,7375779840
29-05-2016,BTC,527.48,553.96,512.18,526.23,148736992,8226500096
30-05-2016,BTC,528.47,544.35,522.96,533.86,87958704,8243959808
31-05-2016,BTC,534.19,546.62,520.66,531.39,138450000,8335099904
01-06-2016,BTC,531.11,543.08,525.64,536.92,86061800,8288679936
02-06-2016,BTC,536.52,540.35,533.08,537.97,60378200,8375000064
03-06-2016,BTC,537.68,574.64,536.92,569.19,122020000,8395069952
04-06-2016,BTC,569.71,590.13,564.24,572.73,94925296,8897080320
05-06-2016,BTC,573.31,582.81,569.18,574.98,68874096,8955060224
06-06-2016,BTC,574.6,586.47,574.6,585.54,72138896,8977699840
07-06-2016,BTC,585.45,590.26,567.51,576.6,107770000,9149580288
08-06-2016,BTC,577.17,582.84,573.13,581.65,80265800,9022249984
09-06-2016,BTC,582.2,582.2,570.95,574.63,71301000,9103080448
10-06-2016,BTC,575.84,579.13,573.33,577.47,66991900,9005920256
11-06-2016,BTC,578.67,607.12,578.67,606.73,82357000,9052359680
12-06-2016,BTC,609.68,684.84,607.04,672.78,277084992,9539850240
13-06-2016,BTC,671.65,716,664.49,704.38,243295008,10511899648
14-06-2016,BTC,704.5,704.5,662.8,685.56,186694000,11028899840
15-06-2016,BTC,685.68,696.3,672.56,694.47,99223800,10736600064
16-06-2016,BTC,696.52,773.72,696.52,766.31,271633984,10908900352
17-06-2016,BTC,768.49,775.36,716.56,748.91,363320992,12038899712
18-06-2016,BTC,748.76,777.99,733.93,756.23,252718000,11732599808
19-06-2016,BTC,756.69,766.62,745.63,763.78,136184992,11859800064
20-06-2016,BTC,763.93,764.08,732.73,737.23,174511008,11976699904
21-06-2016,BTC,735.88,735.88,639.07,666.65,309944000,11539999744
22-06-2016,BTC,665.91,678.67,587.48,596.12,266392992,10445299712
23-06-2016,BTC,597.44,629.33,558.14,623.98,253462000,9373190144
24-06-2016,BTC,625.58,681.73,625.27,665.3,224316992,9816729600
25-06-2016,BTC,665.28,691.73,646.56,665.12,126656000,10442000384
26-06-2016,BTC,665.93,665.98,616.93,629.37,109225000,10454899712
27-06-2016,BTC,629.35,655.28,620.52,655.28,122134000,9882840064
28-06-2016,BTC,658.1,659.25,637.77,647,138384992,10336799744
29-06-2016,BTC,644.12,644.68,628.28,639.89,142456000,10119600128
30-06-2016,BTC,640.59,675.4,636.61,673.34,138980000,10066400256
01-07-2016,BTC,672.52,686.15,669.59,676.3,134431008,10570600448
02-07-2016,BTC,676.73,703.7,676.4,703.7,112354000,10639599616
03-07-2016,BTC,704.97,704.97,649.01,658.66,129512000,11086100480
04-07-2016,BTC,658.8,683.66,650.51,683.66,92008400,10362699776
05-07-2016,BTC,683.21,683.49,665.07,670.63,130476000,10749100032
06-07-2016,BTC,670.42,681.9,670.42,677.33,134960992,10550299648
07-07-2016,BTC,678.09,682.43,611.83,640.56,258091008,10673399808
08-07-2016,BTC,640.69,666.71,636.47,666.52,141970000,10086899712
09-07-2016,BTC,666.38,666.38,633.4,650.96,180536000,10493800448
10-07-2016,BTC,650.6,652.29,641.26,649.36,102532000,10247300096
11-07-2016,BTC,648.48,659.63,644.98,647.66,107910000,10215199744
12-07-2016,BTC,648.28,675.26,646.78,664.55,138172992,10213099520
13-07-2016,BTC,664.8,668.7,654.47,654.47,131449000,10474500096
14-07-2016,BTC,652.92,662.9,652.92,658.08,98511400,10288400384
15-07-2016,BTC,659.17,667.08,659.04,663.26,81673104,10387900416
16-07-2016,BTC,663.78,666.46,659.33,660.77,50330200,10461700096
17-07-2016,BTC,661.99,682.36,661.99,679.46,74407904,10434700288
18-07-2016,BTC,679.81,681.55,668.63,673.11,69465000,10716800000
19-07-2016,BTC,672.74,673.28,667.63,672.86,61203300,10606499840
20-07-2016,BTC,672.81,672.93,663.36,665.68,94636400,10608600064
21-07-2016,BTC,665.23,666.22,660.41,665.01,60491800,10490300416
22-07-2016,BTC,664.92,666.58,646.72,650.62,134169000,10486599680
23-07-2016,BTC,650.73,656.37,648.52,655.56,69532200,10263700480
24-07-2016,BTC,655.41,663.11,652.79,661.28,118184000,10338599936
25-07-2016,BTC,661.26,661.83,653.4,654.1,78176496,10431899648
26-07-2016,BTC,654.23,656.22,645.88,651.78,225135008,10321899520
27-07-2016,BTC,651.63,657.46,648.45,654.35,147460992,10281900032
28-07-2016,BTC,654.49,657.59,654.49,655.03,86428400,10328099840
29-07-2016,BTC,655.11,657.8,654.79,656.99,60703500,10338899968
30-07-2016,BTC,657.01,658.22,654.21,655.05,38456100,10370100224
31-07-2016,BTC,655.1,655.28,624.36,624.68,110818000,10340899840
01-08-2016,BTC,624.6,626.12,605.88,606.27,121887000,9860620288
02-08-2016,BTC,606.4,612.85,531.33,547.47,330932992,9574320128
03-08-2016,BTC,548.66,573.36,541.55,566.35,207982000,8663669760
04-08-2016,BTC,566.33,579.5,565.78,578.29,125292000,8943869952
05-08-2016,BTC,578.28,578.28,569.98,575.04,66127900,9133689856
06-08-2016,BTC,575.03,588.4,569.47,587.78,80797296,9083509760
07-08-2016,BTC,587.77,597.51,586.82,592.69,82398400,9285940224
08-08-2016,BTC,592.74,592.99,588.05,591.05,61194100,9365440512
09-08-2016,BTC,591.04,591.09,584.79,587.8,92228096,9339660288
10-08-2016,BTC,587.65,599.98,586.37,592.1,102905000,9286960128
11-08-2016,BTC,592.12,597.54,589.12,589.12,74514400,9358770176
12-08-2016,BTC,588.8,589.91,583.81,587.56,69218000,9307249664
13-08-2016,BTC,587.36,589.77,584.98,585.59,43563000,9285529600
14-08-2016,BTC,585.59,585.67,564.78,570.47,60851100,9258730496
15-08-2016,BTC,570.49,573.58,563.24,567.24,57262300,9021179904
16-08-2016,BTC,567.24,581.74,566.72,577.44,58405200,8970770432
17-08-2016,BTC,577.76,580.89,571.43,573.22,54443000,9138029568
18-08-2016,BTC,573.71,577.79,573.43,574.32,59896600,9074759680
19-08-2016,BTC,574.34,578.24,574.18,575.63,50631600,9085819904
20-08-2016,BTC,576.08,582.82,575.46,581.7,45301400,9114500096
21-08-2016,BTC,581.94,584.16,580.22,581.31,38299400,9208210432
22-08-2016,BTC,581.31,588.45,580.59,586.75,72844000,9199410176
